state_name,district_name,crop_year,season,crop,area_,production_,Yield_kg_ha
Andhra Pradesh,ANANTAPUR,2001,Whole Year,sweet potato,31.0,411.0,13258.064516129032
Andhra Pradesh,ANANTAPUR,2001,Whole Year,tobacco,111.0,111.0,1000.0
Andhra Pradesh,ANANTAPUR,2001,Whole Year,turmeric,8.0,40.0,5000.0
Andhra Pradesh,ANANTAPUR,2002,Kharif,pigeonpea,33454.0,6557.0,196.00047826866742
Andhra Pradesh,ANANTAPUR,2002,Kharif,pearl millet,1925.0,581.0,301.8181818181818
Andhra Pradesh,ANANTAPUR,2002,Kharif,castor seed,2050.0,416.0,202.9268292682927
Andhra Pradesh,ANANTAPUR,2002,Kharif,cotton(lint),7638.0,7144.0,935.3233830845771
Andhra Pradesh,ANANTAPUR,2002,Kharif,dry chillies,2737.0,6128.0,2238.947753014249
Andhra Pradesh,ANANTAPUR,2002,Kharif,groundnut,732262.0,259953.0,354.99998634368575
Andhra Pradesh,ANANTAPUR,2002,Kharif,horse-gram,947.0,140.0,147.8352692713833
Andhra Pradesh,ANANTAPUR,2002,Kharif,sorghum,2906.0,4545.0,1564.0055058499656
Andhra Pradesh,ANANTAPUR,2002,Kharif,korra,1000.0,100.0,100.0
Andhra Pradesh,ANANTAPUR,2002,Kharif,maize,3541.0,3431.0,968.9353290031065
Andhra Pradesh,ANANTAPUR,2002,Kharif,greengram,1150.0,174.0,151.30434782608697
Andhra Pradesh,ANANTAPUR,2002,Kharif,onion,776.0,8432.0,10865.9793814433
Andhra Pradesh,ANANTAPUR,2002,Kharif,other kharif pulses,490.0,47.0,95.91836734693878
Andhra Pradesh,ANANTAPUR,2002,Kharif,finger millet,5157.0,12140.0,2354.081830521621
Andhra Pradesh,ANANTAPUR,2002,Kharif,rice,29066.0,66329.0,2282.0133489300215
Andhra Pradesh,ANANTAPUR,2002,Kharif,millet,919.0,180.0,195.86507072905331
Andhra Pradesh,ANANTAPUR,2002,Kharif,soyabean,51.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,2002,Kharif,sunflower,60319.0,22149.0,367.1977320578922
Andhra Pradesh,ANANTAPUR,2002,Kharif,blackgram,32.0,2.0,62.5
Andhra Pradesh,ANANTAPUR,2002,Rabi,pearl millet,129.0,39.0,302.3255813953488
Andhra Pradesh,ANANTAPUR,2002,Rabi,dry chillies,83.0,161.0,1939.7590361445782
Andhra Pradesh,ANANTAPUR,2002,Rabi,gram,54264.0,20186.0,371.99616688780776
Andhra Pradesh,ANANTAPUR,2002,Rabi,groundnut,17529.0,18651.0,1064.0082149580694
Andhra Pradesh,ANANTAPUR,2002,Rabi,horse-gram,1859.0,688.0,370.09144701452396
Andhra Pradesh,ANANTAPUR,2002,Rabi,sorghum,12676.0,11497.0,906.989586620385
Andhra Pradesh,ANANTAPUR,2002,Rabi,linseed,8.0,2.0,250.0
Andhra Pradesh,ANANTAPUR,2002,Rabi,maize,1288.0,8933.0,6935.5590062111805
Andhra Pradesh,ANANTAPUR,2002,Rabi,greengram,4.0,1.0,250.0
Andhra Pradesh,ANANTAPUR,2002,Rabi,onion,401.0,7192.0,17935.16209476309
Andhra Pradesh,ANANTAPUR,2002,Rabi,finger millet,417.0,517.0,1239.8081534772182
Andhra Pradesh,ANANTAPUR,2002,Rabi,rice,10960.0,20462.0,1866.970802919708
Andhra Pradesh,ANANTAPUR,2002,Rabi,safflower,2594.0,340.0,131.0717039321511
Andhra Pradesh,ANANTAPUR,2002,Rabi,millet,10.0,2.0,200.0
Andhra Pradesh,ANANTAPUR,2002,Rabi,blackgram,408.0,236.0,578.4313725490196
Andhra Pradesh,ANANTAPUR,2002,Rabi,wheat,362.0,333.0,919.889502762431
Andhra Pradesh,ANANTAPUR,2002,Whole Year,arecanut,263.0,379.0,1441.0646387832699
Andhra Pradesh,ANANTAPUR,2002,Whole Year,banana,19.0,1006.0,52947.36842105263
Andhra Pradesh,ANANTAPUR,2002,Whole Year,beans & mutter(vegetable),1.0,5.0,5000.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year,bhindi,126.0,938.0,7444.444444444444
Andhra Pradesh,ANANTAPUR,2002,Whole Year,brinjal,1026.0,10162.0,9904.48343079922
Andhra Pradesh,ANANTAPUR,2002,Whole Year,citrus fruit,788.0,4000.0,5076.1421319796955
Andhra Pradesh,ANANTAPUR,2002,Whole Year,coconut,869.0,3691149.0,4247582.278481012
Andhra Pradesh,ANANTAPUR,2002,Whole Year,coriander,3914.0,481.0,122.8921819110884
Andhra Pradesh,ANANTAPUR,2002,Whole Year,cucumber,18.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year,grapes,111.0,2075.0,18693.693693693695
Andhra Pradesh,ANANTAPUR,2002,Whole Year,mango,3968.0,26176.0,6596.774193548387
Andhra Pradesh,ANANTAPUR,2002,Whole Year,orange,13767.0,112541.0,8174.693106704438
Andhra Pradesh,ANANTAPUR,2002,Whole Year,other fibres,132.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year,other fresh fruits,2418.0,1552.0,641.8527708850289
Andhra Pradesh,ANANTAPUR,2002,Whole Year,other vegetables,1767.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year,papaya,1544.0,201409.0,130446.24352331606
Andhra Pradesh,ANANTAPUR,2002,Whole Year,pome fruit,1207.0,62789.0,52020.71251035626
Andhra Pradesh,ANANTAPUR,2002,Whole Year,potato,2.0,17.0,8500.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year,sugarcane,329.0,22481.0,68331.30699088147
Andhra Pradesh,ANANTAPUR,2002,Whole Year,sweet potato,50.0,540.0,10800.0
Andhra Pradesh,ANANTAPUR,2002,Whole Year,tobacco,51.0,90.0,1764.7058823529412
Andhra Pradesh,ANANTAPUR,2002,Whole Year,tomato,3356.0,16627.0,4954.410011918952
Andhra Pradesh,ANANTAPUR,2003,Kharif,pigeonpea,41178.0,6959.0,168.99800864539318
Andhra Pradesh,ANANTAPUR,2003,Kharif,pearl millet,2280.0,378.0,165.78947368421052
Andhra Pradesh,ANANTAPUR,2003,Kharif,castor seed,1927.0,805.0,417.7477944992216
Andhra Pradesh,ANANTAPUR,2003,Kharif,cotton(lint),4212.0,4262.0,1011.8708452041785
Andhra Pradesh,ANANTAPUR,2003,Kharif,dry chillies,2920.0,10702.0,3665.068493150685
Andhra Pradesh,ANANTAPUR,2003,Kharif,groundnut,670935.0,187862.0,280.00029809146935
Andhra Pradesh,ANANTAPUR,2003,Kharif,horse-gram,492.0,54.0,109.7560975609756
Andhra Pradesh,ANANTAPUR,2003,Kharif,sorghum,12487.0,30830.0,2468.9677264354928
Andhra Pradesh,ANANTAPUR,2003,Kharif,korra,1245.0,229.0,183.93574297188755
Andhra Pradesh,ANANTAPUR,2003,Kharif,maize,6246.0,10718.0,1715.9782260646814
Andhra Pradesh,ANANTAPUR,2003,Kharif,greengram,1216.0,662.0,544.4078947368421
Andhra Pradesh,ANANTAPUR,2003,Kharif,onion,846.0,13250.0,15661.93853427896
Andhra Pradesh,ANANTAPUR,2003,Kharif,other kharif pulses,340.0,15.0,44.11764705882353
Andhra Pradesh,ANANTAPUR,2003,Kharif,finger millet,3353.0,3547.0,1057.8586340590516
Andhra Pradesh,ANANTAPUR,2003,Kharif,rice,17515.0,44891.0,2563.0031401655724
Andhra Pradesh,ANANTAPUR,2003,Kharif,samai,245.0,83.0,338.7755102040816
Andhra Pradesh,ANANTAPUR,2003,Kharif,millet,1420.0,299.0,210.56338028169014
Andhra Pradesh,ANANTAPUR,2003,Kharif,soyabean,16.0,18.0,1125.0
Andhra Pradesh,ANANTAPUR,2003,Kharif,sunflower,74525.0,29572.0,396.80644079168064
Andhra Pradesh,ANANTAPUR,2003,Kharif,blackgram,82.0,51.0,621.9512195121952
Andhra Pradesh,ANANTAPUR,2003,Rabi,pearl millet,113.0,19.0,168.141592920354
Andhra Pradesh,ANANTAPUR,2003,Rabi,dry chillies,91.0,190.0,2087.912087912088
Andhra Pradesh,ANANTAPUR,2003,Rabi,gram,51461.0,15438.0,299.99417034258954
Andhra Pradesh,ANANTAPUR,2003,Rabi,groundnut,15060.0,19819.0,1316.0026560424967
Andhra Pradesh,ANANTAPUR,2003,Rabi,horse-gram,1560.0,844.0,541.025641025641
Andhra Pradesh,ANANTAPUR,2003,Rabi,sorghum,21391.0,19444.0,908.9804123229395
Andhra Pradesh,ANANTAPUR,2003,Rabi,linseed,7.0,2.0,285.7142857142857
Andhra Pradesh,ANANTAPUR,2003,Rabi,maize,1212.0,6787.0,5599.83498349835
Andhra Pradesh,ANANTAPUR,2003,Rabi,greengram,22.0,7.0,318.1818181818182
Andhra Pradesh,ANANTAPUR,2003,Rabi,onion,535.0,11180.0,20897.196261682242
Andhra Pradesh,ANANTAPUR,2003,Rabi,other  rabi pulses,17.0,3.0,176.47058823529412
Andhra Pradesh,ANANTAPUR,2003,Rabi,finger millet,614.0,986.0,1605.8631921824103
Andhra Pradesh,ANANTAPUR,2003,Rabi,rice,10826.0,25463.0,2352.0229078145207
Andhra Pradesh,ANANTAPUR,2003,Rabi,safflower,307.0,11.0,35.83061889250814
Andhra Pradesh,ANANTAPUR,2003,Rabi,millet,70.0,13.0,185.71428571428572
Andhra Pradesh,ANANTAPUR,2003,Rabi,wheat,414.0,123.0,297.1014492753623
Andhra Pradesh,ANANTAPUR,2003,Whole Year,arecanut,266.0,189.0,710.5263157894736
Andhra Pradesh,ANANTAPUR,2003,Whole Year,banana,36.0,1302.0,36166.666666666664
Andhra Pradesh,ANANTAPUR,2003,Whole Year,bhindi,101.0,873.0,8643.564356435643
Andhra Pradesh,ANANTAPUR,2003,Whole Year,brinjal,1129.0,19414.0,17195.748449955714
Andhra Pradesh,ANANTAPUR,2003,Whole Year,citrus fruit,706.0,11959.0,16939.093484419263
Andhra Pradesh,ANANTAPUR,2003,Whole Year,coconut,839.0,3285828.0,3916362.336114422
Andhra Pradesh,ANANTAPUR,2003,Whole Year,coriander,5646.0,610.0,108.04109103790294
Andhra Pradesh,ANANTAPUR,2003,Whole Year,cucumber,51.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year,grapes,118.0,2048.0,17355.93220338983
Andhra Pradesh,ANANTAPUR,2003,Whole Year,mango,3935.0,58337.0,14825.158831003811
Andhra Pradesh,ANANTAPUR,2003,Whole Year,orange,13441.0,224640.0,16713.042184361282
Andhra Pradesh,ANANTAPUR,2003,Whole Year,other fresh fruits,3241.0,3586.0,1106.4486269669856
Andhra Pradesh,ANANTAPUR,2003,Whole Year,other vegetables,1783.0,0.0,0.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year,papaya,1381.0,60038.0,43474.29398986242
Andhra Pradesh,ANANTAPUR,2003,Whole Year,pome fruit,1466.0,83767.0,57139.836289222374
Andhra Pradesh,ANANTAPUR,2003,Whole Year,sugarcane,454.0,32386.0,71334.80176211454
Andhra Pradesh,ANANTAPUR,2003,Whole Year,sweet potato,30.0,217.0,7233.333333333333
Andhra Pradesh,ANANTAPUR,2003,Whole Year,tobacco,20.0,25.0,1250.0
Andhra Pradesh,ANANTAPUR,2003,Whole Year,tomato,2827.0,17509.0,6193.491333569154
Andhra Pradesh,ANANTAPUR,2004,Kharif,pigeonpea,32752.0,7893.0,240.99291646311676
Andhra Pradesh,ANANTAPUR,2004,Kharif,pearl millet,1021.0,403.0,394.71106758080316
Andhra Pradesh,ANANTAPUR,2004,Kharif,castor seed,1578.0,923.0,584.9176172370089
Andhra Pradesh,ANANTAPUR,2004,Kharif,cotton(lint),8933.0,7041.0,788.20105227807
Andhra Pradesh,ANANTAPUR,2004,Kharif,dry chillies,3402.0,11288.0,3318.048206937096
Andhra Pradesh,ANANTAPUR,2004,Kharif,groundnut,857823.0,684543.0,798.0002867724461
Andhra Pradesh,ANANTAPUR,2004,Kharif,horse-gram,421.0,121.0,287.4109263657957
Andhra Pradesh,ANANTAPUR,2004,Kharif,sorghum,4300.0,5693.0,1323.953488372093
Andhra Pradesh,ANANTAPUR,2004,Kharif,maize,3495.0,10031.0,2870.1001430615165
Andhra Pradesh,ANANTAPUR,2004,Kharif,greengram,1464.0,545.0,372.26775956284155
Andhra Pradesh,ANANTAPUR,2004,Kharif,onion,1324.0,24824.0,18749.244712990938
Andhra Pradesh,ANANTAPUR,2004,Kharif,other kharif pulses,1605.0,172.0,107.16510903426791
Andhra Pradesh,ANANTAPUR,2004,Kharif,finger millet,3166.0,5860.0,1850.9159823120658
Andhra Pradesh,ANANTAPUR,2004,Kharif,rice,24335.0,85051.0,3495.007191288268
Andhra Pradesh,ANANTAPUR,2004,Kharif,millet,661.0,307.0,464.44780635400906
Andhra Pradesh,ANANTAPUR,2004,Kharif,soyabean,1131.0,691.0,610.9637488947834
Andhra Pradesh,ANANTAPUR,2004,Kharif,sunflower,56819.0,34209.0,602.0697301958852
Andhra Pradesh,ANANTAPUR,2004,Kharif,blackgram,76.0,37.0,486.8421052631579
Andhra Pradesh,ANANTAPUR,2004,Rabi,pearl millet,62.0,24.0,387.0967741935484
Andhra Pradesh,ANANTAPUR,2004,Rabi,dry chillies,155.0,754.0,4864.5161290322585
Andhra Pradesh,ANANTAPUR,2004,Rabi,gram,42106.0,9516.0,226.00104498171282
Andhra Pradesh,ANANTAPUR,2004,Rabi,groundnut,14500.0,21736.0,1499.0344827586207
Andhra Pradesh,ANANTAPUR,2004,Rabi,horse-gram,226.0,30.0,132.7433628318584
Andhra Pradesh,ANANTAPUR,2004,Rabi,sorghum,11871.0,14269.0,1202.0048858562884
Andhra Pradesh,ANANTAPUR,2004,Rabi,linseed,34.0,4.0,117.6470588235294
Andhra Pradesh,ANANTAPUR,2004,Rabi,maize,3572.0,25822.0,7229.003359462486
Andhra Pradesh,ANANTAPUR,2004,Rabi,greengram,3.0,1.0,333.3333333333333
Andhra Pradesh,ANANTAPUR,2004,Rabi,onion,234.0,4830.0,20641.02564102564
Andhra Pradesh,ANANTAPUR,2004,Rabi,finger millet,397.0,897.0,2259.445843828715
Andhra Pradesh,ANANTAPUR,2004,Rabi,rice,9240.0,21622.0,2340.04329004329
Andhra Pradesh,ANANTAPUR,2004,Rabi,safflower,186.0,10.0,53.763440860215056
Andhra Pradesh,ANANTAPUR,2004,Rabi,millet,36.0,17.0,472.22222222222223
Andhra Pradesh,ANANTAPUR,2004,Rabi,sunflower,27228.0,9530.0,350.00734537975615
Andhra Pradesh,ANANTAPUR,2004,Rabi,wheat,393.0,88.0,223.91857506361322
Andhra Pradesh,ANANTAPUR,2004,Whole Year,banana,324.0,16897.0,52151.234567901236
Andhra Pradesh,ANANTAPUR,2004,Whole Year,coconut,837.0,6413350.0,7662305.854241339
Andhra Pradesh,ANANTAPUR,2004,Whole Year,coriander,2439.0,290.0,118.90118901189012
Andhra Pradesh,ANANTAPUR,2004,Whole Year,potato,2.0,20.0,10000.0
Andhra Pradesh,ANANTAPUR,2004,Whole Year,sugarcane,400.0,34072.0,85180.0
Andhra Pradesh,ANANTAPUR,2004,Whole Year,sweet potato,33.0,68.0,2060.6060606060605
Andhra Pradesh,ANANTAPUR,2004,Whole Year,tobacco,49.0,53.0,1081.6326530612246
Andhra Pradesh,ANANTAPUR,2004,Whole Year,turmeric,4.0,36.0,9000.0
Andhra Pradesh,ANANTAPUR,2005,Kharif,pigeonpea,35013.0,23704.0,677.0056836032331
Andhra Pradesh,ANANTAPUR,2005,Kharif,pearl millet,993.0,1888.0,1901.3091641490432
Andhra Pradesh,ANANTAPUR,2005,Kharif,castor seed,2081.0,1521.0,730.8986064392119
Andhra Pradesh,ANANTAPUR,2005,Kharif,cotton(lint),3295.0,3450.0,1047.040971168437
Andhra Pradesh,ANANTAPUR,2005,Kharif,dry chillies,2178.0,6175.0,2835.1698806244262
Andhra Pradesh,ANANTAPUR,2005,Kharif,groundnut,877029.0,362213.0,413.00002622490246
Andhra Pradesh,ANANTAPUR,2005,Kharif,horse-gram,410.0,107.0,260.9756097560976
Andhra Pradesh,ANANTAPUR,2005,Kharif,sorghum,3759.0,3879.0,1031.923383878691
Andhra Pradesh,ANANTAPUR,2005,Kharif,maize,5958.0,21538.0,3614.9714669352134
Andhra Pradesh,ANANTAPUR,2005,Kharif,greengram,1078.0,747.0,692.9499072356215
Andhra Pradesh,ANANTAPUR,2005,Kharif,onion,985.0,17025.0,17284.263959390864
Andhra Pradesh,ANANTAPUR,2005,Kharif,other kharif pulses,1429.0,301.0,210.6368089573128
Andhra Pradesh,ANANTAPUR,2005,Kharif,finger millet,2303.0,4394.0,1907.9461571862787
Andhra Pradesh,ANANTAPUR,2005,Kharif,rice,25008.0,69972.0,2797.9846449136276
Andhra Pradesh,ANANTAPUR,2005,Kharif,millet,854.0,455.0,532.7868852459017
Andhra Pradesh,ANANTAPUR,2005,Kharif,soyabean,421.0,232.0,551.0688836104513
Andhra Pradesh,ANANTAPUR,2005,Kharif,blackgram,69.0,24.0,347.82608695652175
Andhra Pradesh,ANANTAPUR,2005,Rabi,pearl millet,66.0,125.0,1893.939393939394
Andhra Pradesh,ANANTAPUR,2005,Rabi,dry chillies,58.0,214.0,3689.655172413793
Andhra Pradesh,ANANTAPUR,2005,Rabi,gram,49105.0,48172.0,980.999898177375
Andhra Pradesh,ANANTAPUR,2005,Rabi,groundnut,22006.0,29752.0,1351.9949104789603
Andhra Pradesh,ANANTAPUR,2005,Rabi,horse-gram,205.0,77.0,375.609756097561
Andhra Pradesh,ANANTAPUR,2005,Rabi,sorghum,12931.0,9970.0,771.0153893743717
Andhra Pradesh,ANANTAPUR,2005,Rabi,linseed,29.0,11.0,379.3103448275862
Andhra Pradesh,ANANTAPUR,2005,Rabi,maize,1435.0,10721.0,7471.0801393728225
Andhra Pradesh,ANANTAPUR,2005,Rabi,greengram,16.0,5.0,312.5
Andhra Pradesh,ANANTAPUR,2005,Rabi,onion,381.0,9063.0,23787.40157480315
Andhra Pradesh,ANANTAPUR,2005,Rabi,finger millet,472.0,752.0,1593.2203389830509
Andhra Pradesh,ANANTAPUR,2005,Rabi,rice,23142.0,55587.0,2401.9963702359346
Andhra Pradesh,ANANTAPUR,2005,Rabi,safflower,162.0,33.0,203.7037037037037
Andhra Pradesh,ANANTAPUR,2005,Rabi,blackgram,11.0,7.0,636.3636363636364
Andhra Pradesh,ANANTAPUR,2005,Rabi,wheat,297.0,175.0,589.2255892255893
Andhra Pradesh,ANANTAPUR,2005,Whole Year,arecanut,268.0,214.0,798.5074626865671
Andhra Pradesh,ANANTAPUR,2005,Whole Year,banana,303.0,16231.0,53567.65676567657
Andhra Pradesh,ANANTAPUR,2005,Whole Year,coconut,836.0,3358992.0,4017933.014354067
Andhra Pradesh,ANANTAPUR,2005,Whole Year,coriander,2962.0,900.0,303.8487508440243
Andhra Pradesh,ANANTAPUR,2005,Whole Year,sugarcane,227.0,20612.0,90801.76211453744
Andhra Pradesh,ANANTAPUR,2005,Whole Year,sunflower,48677.0,8401.0,172.5866425621957
Andhra Pradesh,ANANTAPUR,2005,Whole Year,sweet potato,23.0,121.0,5260.869565217391
Andhra Pradesh,ANANTAPUR,2005,Whole Year,tobacco,1.0,1.0,1000.0
Andhra Pradesh,ANANTAPUR,2005,Whole Year,turmeric,2.0,15.0,7500.0
Andhra Pradesh,ANANTAPUR,2006,Kharif,pigeonpea,26244.0,3543.0,135.00228623685413
Andhra Pradesh,ANANTAPUR,2006,Kharif,pearl millet,620.0,189.0,304.83870967741933
Andhra Pradesh,ANANTAPUR,2006,Kharif,castor seed,899.0,451.0,501.66852057842044
Andhra Pradesh,ANANTAPUR,2006,Kharif,cotton(lint),1506.0,1940.0,1288.1806108897742
Andhra Pradesh,ANANTAPUR,2006,Kharif,dry chillies,1754.0,5658.0,3225.769669327252
Andhra Pradesh,ANANTAPUR,2006,Kharif,groundnut,644007.0,43148.0,66.99927174704622
Andhra Pradesh,ANANTAPUR,2006,Kharif,horse-gram,1021.0,182.0,178.256611165524
Andhra Pradesh,ANANTAPUR,2006,Kharif,sorghum,18043.0,7813.0,433.0211162223577
Andhra Pradesh,ANANTAPUR,2006,Kharif,maize,4877.0,20181.0,4137.994668853804
Andhra Pradesh,ANANTAPUR,2006,Kharif,greengram,788.0,98.0,124.36548223350253
Andhra Pradesh,ANANTAPUR,2006,Kharif,onion,869.0,9423.0,10843.49827387802
Andhra Pradesh,ANANTAPUR,2006,Kharif,other kharif pulses,742.0,135.0,181.94070080862534
Andhra Pradesh,ANANTAPUR,2006,Kharif,finger millet,2035.0,3696.0,1816.2162162162163
Andhra Pradesh,ANANTAPUR,2006,Kharif,rice,22349.0,67427.0,3017.002997896998
Andhra Pradesh,ANANTAPUR,2006,Kharif,millet,450.0,48.0,106.66666666666667
Andhra Pradesh,ANANTAPUR,2006,Kharif,blackgram,69.0,26.0,376.81159420289856
Andhra Pradesh,ANANTAPUR,2006,Rabi,pearl millet,141.0,43.0,304.9645390070922
Andhra Pradesh,ANANTAPUR,2006,Rabi,dry chillies,10.0,37.0,3700.0
Andhra Pradesh,ANANTAPUR,2006,Rabi,gram,83533.0,30739.0,367.98630481366644
Andhra Pradesh,ANANTAPUR,2006,Rabi,groundnut,18104.0,18991.0,1048.994697304463
Andhra Pradesh,ANANTAPUR,2006,Rabi,horse-gram,1779.0,882.0,495.78414839797637
Andhra Pradesh,ANANTAPUR,2006,Rabi,sorghum,24944.0,15440.0,618.9865298268121
Andhra Pradesh,ANANTAPUR,2006,Rabi,linseed,15.0,4.0,266.6666666666667
Andhra Pradesh,ANANTAPUR,2006,Rabi,maize,3120.0,23640.0,7576.923076923077
Andhra Pradesh,ANANTAPUR,2006,Rabi,greengram,139.0,52.0,374.1007194244604
Andhra Pradesh,ANANTAPUR,2006,Rabi,onion,167.0,4075.0,24401.19760479042
Andhra Pradesh,ANANTAPUR,2006,Rabi,finger millet,386.0,532.0,1378.238341968912
Andhra Pradesh,ANANTAPUR,2006,Rabi,rice,10846.0,31974.0,2947.999262400885
Andhra Pradesh,ANANTAPUR,2006,Rabi,safflower,72.0,28.0,388.8888888888889
Andhra Pradesh,ANANTAPUR,2006,Rabi,blackgram,24.0,19.0,791.6666666666666
Andhra Pradesh,ANANTAPUR,2006,Rabi,wheat,190.0,50.0,263.1578947368421
Andhra Pradesh,ANANTAPUR,2006,Whole Year,arecanut,217.0,150.0,691.2442396313364
Andhra Pradesh,ANANTAPUR,2006,Whole Year,banana,289.0,14141.0,48930.795847750866
Andhra Pradesh,ANANTAPUR,2006,Whole Year,coconut,790.0,6404076.0,8106425.316455696
Andhra Pradesh,ANANTAPUR,2006,Whole Year,coriander,1389.0,385.0,277.1778257739381
Andhra Pradesh,ANANTAPUR,2006,Whole Year,sugarcane,339.0,30937.0,91259.58702064896
Andhra Pradesh,ANANTAPUR,2006,Whole Year,sunflower,60751.0,23561.0,387.82900692992706
Andhra Pradesh,ANANTAPUR,2006,Whole Year,sweet potato,25.0,137.0,5480.0
Andhra Pradesh,ANANTAPUR,2006,Whole Year,turmeric,1.0,8.0,8000.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,pigeonpea,37000.0,17000.0,459.4594594594595
Andhra Pradesh,ANANTAPUR,2007,Kharif,pearl millet,1000.0,3000.0,3000.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,castor seed,2000.0,1000.0,500.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,cotton(lint),3000.0,2000.0,666.6666666666666
Andhra Pradesh,ANANTAPUR,2007,Kharif,dry chillies,2000.0,9000.0,4500.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,groundnut,876000.0,1102000.0,1257.9908675799086
Andhra Pradesh,ANANTAPUR,2007,Kharif,sorghum,4000.0,3000.0,750.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,maize,7000.0,32000.0,4571.428571428572
Andhra Pradesh,ANANTAPUR,2007,Kharif,onion,2000.0,38000.0,19000.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,finger millet,2000.0,4000.0,2000.0
Andhra Pradesh,ANANTAPUR,2007,Kharif,rice,30000.0,95000.0,3166.6666666666665
Andhra Pradesh,ANANTAPUR,2007,Kharif,sunflower,19000.0,10000.0,526.3157894736842
Andhra Pradesh,ANANTAPUR,2007,Rabi,gram,75000.0,78000.0,1040.0
Andhra Pradesh,ANANTAPUR,2007,Rabi,groundnut,21000.0,28000.0,1333.3333333333333
Andhra Pradesh,ANANTAPUR,2007,Rabi,sorghum,12000.0,8000.0,666.6666666666666
Andhra Pradesh,ANANTAPUR,2007,Rabi,maize,6000.0,48000.0,8000.0
Andhra Pradesh,ANANTAPUR,2007,Rabi,rice,14000.0,37000.0,2642.8571428571427
Andhra Pradesh,ANANTAPUR,2007,Rabi,sunflower,26000.0,20000.0,769.2307692307693
Andhra Pradesh,ANANTAPUR,2008,Kharif,pigeonpea,34067.0,13150.0,386.0040508409898
Andhra Pradesh,ANANTAPUR,2008,Kharif,pearl millet,743.0,1011.0,1360.699865410498
Andhra Pradesh,ANANTAPUR,2008,Kharif,castor seed,886.0,668.0,753.9503386004515
Andhra Pradesh,ANANTAPUR,2008,Kharif,cotton(lint),1611.0,1241.0,770.3289882060832
Andhra Pradesh,ANANTAPUR,2008,Kharif,dry chillies,1574.0,5506.0,3498.0940279542565
Andhra Pradesh,ANANTAPUR,2008,Kharif,groundnut,853577.0,75115.0,88.00026242506534
Andhra Pradesh,ANANTAPUR,2008,Kharif,horse-gram,295.0,165.0,559.3220338983051
Andhra Pradesh,ANANTAPUR,2008,Kharif,sorghum,1782.0,2204.0,1236.8125701459035
Andhra Pradesh,ANANTAPUR,2008,Kharif,maize,6041.0,20896.0,3459.0299619268335
Andhra Pradesh,ANANTAPUR,2008,Kharif,greengram,629.0,245.0,389.5071542130366
Andhra Pradesh,ANANTAPUR,2008,Kharif,onion,1376.0,23531.0,17101.017441860466
Andhra Pradesh,ANANTAPUR,2008,Kharif,other kharif pulses,60.0,30.0,500.0
Andhra Pradesh,ANANTAPUR,2008,Kharif,finger millet,1460.0,3678.0,2519.178082191781
Andhra Pradesh,ANANTAPUR,2008,Kharif,rice,30306.0,94615.0,3121.989045073583
Andhra Pradesh,ANANTAPUR,2008,Kharif,millet,112.0,88.0,785.7142857142857
Andhra Pradesh,ANANTAPUR,2008,Kharif,soyabean,182.0,248.0,1362.6373626373627
Andhra Pradesh,ANANTAPUR,2008,Rabi,pearl millet,26.0,35.0,1346.1538461538462
Andhra Pradesh,ANANTAPUR,2008,Rabi,gram,73055.0,68379.0,935.9934296078297
Andhra Pradesh,ANANTAPUR,2008,Rabi,groundnut,16879.0,24897.0,1475.0281414775757
Andhra Pradesh,ANANTAPUR,2008,Rabi,horse-gram,205.0,136.0,663.4146341463414
Andhra Pradesh,ANANTAPUR,2008,Rabi,sorghum,12501.0,6951.0,556.0355171586273
Andhra Pradesh,ANANTAPUR,2008,Rabi,linseed,14.0,5.0,357.14285714285717
Andhra Pradesh,ANANTAPUR,2008,Rabi,maize,3658.0,32300.0,8829.961727720065
Andhra Pradesh,ANANTAPUR,2008,Rabi,onion,173.0,4129.0,23867.05202312139
Andhra Pradesh,ANANTAPUR,2008,Rabi,finger millet,336.0,630.0,1875.0
Andhra Pradesh,ANANTAPUR,2008,Rabi,rice,18416.0,49815.0,2704.984795829713
Andhra Pradesh,ANANTAPUR,2008,Rabi,safflower,113.0,44.0,389.3805309734513
Andhra Pradesh,ANANTAPUR,2008,Rabi,wheat,164.0,217.0,1323.1707317073171
Andhra Pradesh,ANANTAPUR,2008,Whole Year,arecanut,325.0,232.0,713.8461538461538
Andhra Pradesh,ANANTAPUR,2008,Whole Year,banana,3603.0,160939.0,44668.054399111854
Andhra Pradesh,ANANTAPUR,2008,Whole Year,coconut,786.0,7141464.0,9085832.061068702
