state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,month,year,quarter
Kerala,Kottayam,Ettumanoor,tomato,Tomato,2019-03-04,2100,2300,2200,3,2019,1
Kerala,Kottayam,Kottayam,banana,Banana - Ripe,2019-03-04,3800,4100,4000,3,2019,1
Kerala,Kottayam,Kottayam,banana,Palayamthodan,2019-03-04,1600,1900,1800,3,2019,1
Kerala,Kottayam,Kottayam,banana,Poovan,2019-03-04,2800,3100,3000,3,2019,1
Kerala,Malappuram,Kondotty,amaranthus,Other,2019-03-04,1700,1900,1800,3,2019,1
Kerala,Malappuram,Kondotty,amla(nelli kai),Other,2019-03-04,3700,3900,3800,3,2019,1
Kerala,Malappuram,Kondotty,amphophalus,Other,2019-03-04,2200,2400,2300,3,2019,1
Kerala,Malappuram,Kondotty,ashgourd,Other,2019-03-04,1200,1400,1300,3,2019,1
Kerala,Malappuram,Kondotty,beetroot,Other,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Malappuram,Kondotty,okra,Other,2019-03-04,3000,3400,3200,3,2019,1
Kerala,Malappuram,Kondotty,bitter gourd,Other,2019-03-04,3000,3200,3100,3,2019,1
Kerala,Malappuram,Kondotty,bottle gourd,Other,2019-03-04,1600,1800,1700,3,2019,1
Kerala,Malappuram,Kondotty,brinjal,Other,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Malappuram,Kondotty,cabbage,Other,2019-03-04,1200,1400,1300,3,2019,1
Kerala,Malappuram,Kondotty,carrot,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Malappuram,Kondotty,cauliflower,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Malappuram,Kondotty,cowpea(veg),Other,2019-03-04,3000,3200,3100,3,2019,1
Kerala,Malappuram,Kondotty,cucumbar(kheera),Other,2019-03-04,1200,1400,1300,3,2019,1
Kerala,Malappuram,Kondotty,drumstick,Other,2019-03-04,6000,6200,6100,3,2019,1
Kerala,Malappuram,Kondotty,french beans (frasbean),Other,2019-03-04,3000,3200,3100,3,2019,1
Kerala,Malappuram,Kondotty,garlic,Other,2019-03-04,7000,7200,7100,3,2019,1
Kerala,Malappuram,Kondotty,ginger(green),Other,2019-03-04,8800,9000,8900,3,2019,1
Kerala,Malappuram,Kondotty,green chilli,Other,2019-03-04,3000,3200,3100,3,2019,1
Kerala,Malappuram,Kondotty,lemon,Other,2019-03-04,4000,4200,4100,3,2019,1
Kerala,Malappuram,Kondotty,onion,Other,2019-03-04,1300,1500,1400,3,2019,1
Kerala,Malappuram,Kondotty,orange,Other,2019-03-04,5800,6000,5900,3,2019,1
Kerala,Malappuram,Kondotty,potato,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Malappuram,Kondotty,pumpkin,Other,2019-03-04,1200,1400,1300,3,2019,1
Kerala,Malappuram,Kondotty,snakeguard,Other,2019-03-04,1600,1800,1700,3,2019,1
Kerala,Malappuram,Kondotty,tomato,Other,2019-03-04,1000,1200,1100,3,2019,1
Kerala,Thirssur,Chelakkara,amaranthus,Other,2019-03-04,1600,1800,1700,3,2019,1
Kerala,Thirssur,Chelakkara,ashgourd,Other,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Thirssur,Chelakkara,banana - green,Other,2019-03-04,4200,4400,4300,3,2019,1
Kerala,Thirssur,Chelakkara,beetroot,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Thirssur,Chelakkara,okra,Other,2019-03-04,2200,2400,2300,3,2019,1
Kerala,Thirssur,Chelakkara,bitter gourd,Other,2019-03-04,2600,2800,2700,3,2019,1
Kerala,Thirssur,Chelakkara,brinjal,Other,2019-03-04,1600,1800,1700,3,2019,1
Kerala,Thirssur,Chelakkara,cabbage,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Thirssur,Chelakkara,carrot,Other,2019-03-04,3400,3600,3500,3,2019,1
Kerala,Thirssur,Chelakkara,cauliflower,Other,2019-03-04,3500,3800,3600,3,2019,1
Kerala,Thirssur,Chelakkara,coconut seed,Other,2019-03-04,3400,3600,3500,3,2019,1
Kerala,Thirssur,Chelakkara,cowpea(veg),Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Thirssur,Chelakkara,cucumbar(kheera),Other,2019-03-04,2200,2400,2300,3,2019,1
Kerala,Thirssur,Chelakkara,drumstick,Other,2019-03-04,3000,3300,3200,3,2019,1
Kerala,Thirssur,Chelakkara,duster beans,Other,2019-03-04,3500,3800,3600,3,2019,1
Kerala,Thirssur,Chelakkara,elephant yam (suran),Other,2019-03-04,2500,2800,2600,3,2019,1
Kerala,Thirssur,Chelakkara,ginger(green),Other,2019-03-04,8000,8400,8200,3,2019,1
Kerala,Thirssur,Chelakkara,green chilli,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Thirssur,Chelakkara,mango (raw-ripe),Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Thirssur,Chelakkara,onion,Other,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Thirssur,Chelakkara,potato,Other,2019-03-04,2500,2800,2600,3,2019,1
Kerala,Thirssur,Chelakkara,pumpkin,Other,2019-03-04,1600,1800,1700,3,2019,1
Kerala,Thirssur,Chelakkara,snakeguard,Other,2019-03-04,1800,2000,1900,3,2019,1
Kerala,Thirssur,Chelakkara,tapioca,Other,2019-03-04,2400,2600,2500,3,2019,1
Kerala,Thirssur,Chelakkara,tomato,Other,2019-03-04,2000,2200,2100,3,2019,1
Kerala,Thirssur,Irinjalakkuda,ashgourd,Other,2019-03-04,2200,2200,2200,3,2019,1
Kerala,Thirssur,Irinjalakkuda,banana,Other,2019-03-04,6000,6000,6000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,banana - green,Other,2019-03-04,6200,6200,6200,3,2019,1
Kerala,Thirssur,Irinjalakkuda,beetroot,Other,2019-03-04,3000,3000,3000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,okra,Other,2019-03-04,3200,3200,3200,3,2019,1
Kerala,Thirssur,Irinjalakkuda,bitter gourd,Other,2019-03-04,4000,4000,4000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,bottle gourd,Other,2019-03-04,2400,2400,2400,3,2019,1
Kerala,Thirssur,Irinjalakkuda,brinjal,Other,2019-03-04,2500,2500,2500,3,2019,1
Kerala,Thirssur,Irinjalakkuda,cabbage,Other,2019-03-04,3000,3000,3000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,carrot,Other,2019-03-04,3800,3800,3800,3,2019,1
Kerala,Thirssur,Irinjalakkuda,cauliflower,Other,2019-03-04,2700,2700,2700,3,2019,1
Kerala,Thirssur,Irinjalakkuda,coconut,Other,2019-03-04,4000,4000,4000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,cowpea(veg),Other,2019-03-04,3500,3500,3500,3,2019,1
Kerala,Thirssur,Irinjalakkuda,cucumbar(kheera),Other,2019-03-04,2000,2000,2000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,drumstick,Other,2019-03-04,2600,2600,2600,3,2019,1
Kerala,Thirssur,Irinjalakkuda,elephant yam (suran),Other,2019-03-04,2400,2400,2400,3,2019,1
Kerala,Thirssur,Irinjalakkuda,ginger(green),Other,2019-03-04,4000,4000,4000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,green chilli,Other,2019-03-04,3500,3500,3500,3,2019,1
Kerala,Thirssur,Irinjalakkuda,indian beans (seam),Other,2019-03-04,4000,4000,4000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,lemon,Other,2019-03-04,2000,2000,2000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,mango,Other,2019-03-04,3500,3500,3500,3,2019,1
Kerala,Thirssur,Irinjalakkuda,onion,Other,2019-03-04,2500,2500,2500,3,2019,1
Kerala,Thirssur,Irinjalakkuda,potato,Other,2019-03-04,2400,2400,2400,3,2019,1
Kerala,Thirssur,Irinjalakkuda,pumpkin,Other,2019-03-04,3000,3000,3000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,tapioca,Other,2019-03-04,4000,4000,4000,3,2019,1
Kerala,Thirssur,Irinjalakkuda,tomato,Other,2019-03-04,2000,2000,2000,3,2019,1
Kerala,Thirssur,Kodungalloor,ashgourd,Other,2019-03-04,850,850,850,3,2019,1
Kerala,Thirssur,Kodungalloor,banana - green,Other,2019-03-04,3600,3600,3600,3,2019,1
Kerala,Thirssur,Kodungalloor,beetroot,Other,2019-03-04,2100,2200,2100,3,2019,1
Kerala,Thirssur,Kodungalloor,okra,Other,2019-03-04,2300,2300,2300,3,2019,1
Kerala,Thirssur,Kodungalloor,bitter gourd,Other,2019-03-04,3500,3600,3600,3,2019,1
Kerala,Thirssur,Kodungalloor,brinjal,Other,2019-03-04,1500,1500,1500,3,2019,1
Kerala,Thirssur,Kodungalloor,cabbage,Other,2019-03-04,2200,2200,2200,3,2019,1
Kerala,Thirssur,Kodungalloor,carrot,Other,2019-03-04,2300,2300,2300,3,2019,1
Kerala,Thirssur,Kodungalloor,drumstick,Other,2019-03-04,2400,2400,2400,3,2019,1
Kerala,Thirssur,Kodungalloor,elephant yam (suran),Other,2019-03-04,1400,1400,1400,3,2019,1
Kerala,Thirssur,Kodungalloor,french beans (frasbean),Other,2019-03-04,3000,3000,3000,3,2019,1
Kerala,Thirssur,Kodungalloor,ginger(green),Other,2019-03-04,7000,7000,7000,3,2019,1
Kerala,Thirssur,Kodungalloor,green chilli,Other,2019-03-04,3700,3800,3800,3,2019,1
Kerala,Thirssur,Kodungalloor,mango (raw-ripe),Other,2019-03-04,3000,3000,3000,3,2019,1
Kerala,Thirssur,Kodungalloor,onion,Other,2019-03-04,950,1000,950,3,2019,1
Kerala,Thirssur,Kodungalloor,potato,Other,2019-03-04,1400,1400,1400,3,2019,1
Kerala,Thirssur,Kodungalloor,pumpkin,Other,2019-03-04,1100,1100,1100,3,2019,1
Kerala,Thirssur,Kodungalloor,sweet potato,Other,2019-03-04,2200,2200,2200,3,2019,1
Kerala,Thirssur,Kodungalloor,tapioca,Other,2019-03-04,2000,2000,2000,3,2019,1
Kerala,Thirssur,Kodungalloor,tomato,Other,2019-03-04,1600,1600,1600,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Nendra Bale,2019-03-04,3800,4000,3900,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Nendra Bale,2019-03-04,3500,3700,3600,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Nendra Bale,2019-03-04,2500,3400,3200,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Palayamthodan,2019-03-04,1600,1800,1700,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Palayamthodan,2019-03-04,1300,1500,1400,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Palayamthodan,2019-03-04,1000,1200,1100,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Poovan,2019-03-04,2900,3200,3000,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Poovan,2019-03-04,2600,2800,2700,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Poovan,2019-03-04,3300,3500,3400,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Red Banana,2019-03-04,3800,4000,3900,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Red Banana,2019-03-04,3500,3700,3600,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Robusta,2019-03-04,1700,1900,1800,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Robusta,2019-03-04,1400,1600,1500,3,2019,1
Kerala,Thiruvananthapuram,Maranelloor,banana,Robusta,2019-03-04,1000,1300,1200,3,2019,1
Kerala,Thiruvananthapuram,Parassala,amaranthus,Amaranthus,2019-03-04,3500,4000,3500,3,2019,1
Kerala,Thiruvananthapuram,Parassala,banana,Banana - Ripe,2019-03-04,3800,4000,3800,3,2019,1
Kerala,Thiruvananthapuram,Parassala,banana,Palayamthodan,2019-03-04,1400,2000,1400,3,2019,1
Kerala,Thiruvananthapuram,Parassala,banana,Rasakathai,2019-03-04,3500,4000,3500,3,2019,1
Kerala,Thiruvananthapuram,Parassala,bitter gourd,Bitter Gourd,2019-03-04,5000,5500,5000,3,2019,1
Kerala,Thiruvananthapuram,Parassala,brinjal,Round,2019-03-04,6000,6500,6000,3,2019,1
Kerala,Thiruvananthapuram,Parassala,brinjal,Round/Long,2019-03-04,3000,3700,3000,3,2019,1
Kerala,Thiruvananthapuram,Parassala,colacasia,Colacasia,2019-03-04,4000,4500,4000,3,2019,1
Kerala,Thiruvananthapuram,Parassala,drumstick,Drumstick,2019-03-04,4000,5000,4000,3,2019,1
Kerala,Thiruvananthapuram,Parassala,ginger(green),Green Ginger,2019-03-04,8000,9000,8000,3,2019,1
Kerala,Thiruvananthapuram,Parassala,pumpkin,Pumpkin,2019-03-04,1700,2000,1700,3,2019,1
Kerala,Thiruvananthapuram,Parassala,snakeguard,Snakeguard,2019-03-04,2600,3000,2600,3,2019,1
Madhya Pradesh,Anupur,Jaithari,paddy(dhan)(common),Other,2019-03-04,1750,1750,1750,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,okra,Bhindi,2019-03-04,650,850,750,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,bottle gourd,Bottle Gourd,2019-03-04,550,850,700,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,brinjal,Brinjal,2019-03-04,500,900,700,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,cauliflower,Cauliflower,2019-03-04,550,850,700,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,green chilli,Green Chilly,2019-03-04,600,1000,800,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,spinach,Other,2019-03-04,550,850,700,3,2019,1
Madhya Pradesh,Badwani,Sendhwa,tomato,Tomato,2019-03-04,600,1000,800,3,2019,1
Madhya Pradesh,Dhar,Dhar,apple,Other,2019-03-04,2000,3000,2200,3,2019,1
Madhya Pradesh,Dhar,Dhar,banana,Other,2019-03-04,1200,1200,1200,3,2019,1
Madhya Pradesh,Dhar,Dhar,soyabean,Yellow,2019-03-04,3200,3200,3200,3,2019,1
Madhya Pradesh,Dhar,Dhar,wheat,Lokwan,2019-03-04,2000,2000,2000,3,2019,1
Madhya Pradesh,Dhar,Dhar(F&V),apple,Other,2019-03-04,2000,2000,2000,3,2019,1
Madhya Pradesh,Dhar,Dhar(F&V),banana,Other,2019-03-04,800,800,800,3,2019,1
Madhya Pradesh,Dhar,Dhar(F&V),orange,Other,2019-03-04,800,1000,900,3,2019,1
Madhya Pradesh,Dindori,Gorakhpur,linseed,Other,2019-03-04,3450,3500,3475,3,2019,1
Madhya Pradesh,Dindori,Gorakhpur,niger seed (ramtil),Other,2019-03-04,4100,4200,4150,3,2019,1
Madhya Pradesh,Dindori,Gorakhpur,paddy(dhan)(common),Other,2019-03-04,1300,1350,1325,3,2019,1
Madhya Pradesh,Dindori,Gorakhpur,soyabean,Local,2019-03-04,3300,3400,3350,3,2019,1
Madhya Pradesh,Jhabua,Thandla,okra,Bhindi,2019-03-04,1900,2100,2000,3,2019,1
Madhya Pradesh,Jhabua,Thandla,bitter gourd,Other,2019-03-04,1300,1600,1450,3,2019,1
Madhya Pradesh,Jhabua,Thandla,bottle gourd,Bottle Gourd,2019-03-04,1600,1800,1700,3,2019,1
Madhya Pradesh,Jhabua,Thandla,brinjal,Brinjal,2019-03-04,1500,1700,1600,3,2019,1
Madhya Pradesh,Jhabua,Thandla,cabbage,Cabbage,2019-03-04,1300,1500,1400,3,2019,1
Madhya Pradesh,Jhabua,Thandla,cauliflower,Cauliflower,2019-03-04,1400,1600,1500,3,2019,1
Madhya Pradesh,Jhabua,Thandla,coriander(leaves),Other,2019-03-04,1500,1600,1550,3,2019,1
Madhya Pradesh,Jhabua,Thandla,cotton,DCH-32  (Ginned),2019-03-04,5300,5600,5400,3,2019,1
Madhya Pradesh,Jhabua,Thandla,green chilli,Other,2019-03-04,2100,2300,2200,3,2019,1
Madhya Pradesh,Jhabua,Thandla,green gram dal (moong dal),Green Gram Dal,2019-03-04,3650,3650,3650,3,2019,1
Madhya Pradesh,Jhabua,Thandla,methi(leaves),Methi,2019-03-04,1200,1400,1300,3,2019,1
Madhya Pradesh,Jhabua,Thandla,onion,Other,2019-03-04,600,700,650,3,2019,1
Madhya Pradesh,Jhabua,Thandla,paddy(dhan)(common),1001,2019-03-04,1300,1300,1300,3,2019,1
Madhya Pradesh,Jhabua,Thandla,spinach,Spinach,2019-03-04,1200,1400,1300,3,2019,1
Madhya Pradesh,Jhabua,Thandla,tomato,Deshi,2019-03-04,1500,1600,1550,3,2019,1
Madhya Pradesh,Jhabua,Thandla,wheat,147 Average,2019-03-04,1900,1920,1915,3,2019,1
Madhya Pradesh,Khandwa,Pandhana(F&V),tomato,Deshi,2019-03-04,1200,1400,1300,3,2019,1
Madhya Pradesh,Narsinghpur,Gadarwada,cabbage,Cabbage,2019-03-04,700,800,750,3,2019,1
Madhya Pradesh,Narsinghpur,Gadarwada,coriander(leaves),Coriander,2019-03-04,300,500,400,3,2019,1
Madhya Pradesh,Narsinghpur,Gadarwada,green chilli,Green Chilly,2019-03-04,2000,2500,2250,3,2019,1
Madhya Pradesh,Sheopur,Sheopurkalan,mustard,Mustard,2019-03-04,3160,3300,3250,3,2019,1
Madhya Pradesh,Sheopur,Syopurkalan(F&V),carrot,Other,2019-03-04,400,500,450,3,2019,1
Madhya Pradesh,Sheopur,Syopurkalan(F&V),orange,Other,2019-03-04,1000,1200,1100,3,2019,1
Madhya Pradesh,Sheopur,Syopurkalan(F&V),potato,Other,2019-03-04,700,800,750,3,2019,1
Madhya Pradesh,Sheopur,Syopurkalan(F&V),tomato,Other,2019-03-04,500,600,550,3,2019,1
Maharashtra,Ahmednagar,Newasa(Ghodegaon),onion,Red,2019-03-04,200,600,400,3,2019,1
Maharashtra,Ahmednagar,Rahata,pomegranate,Other,2019-03-04,250,7000,4000,3,2019,1
Maharashtra,Buldhana,Deoulgaon Raja,cotton,Desi,2019-03-04,5100,5400,5300,3,2019,1
Maharashtra,Jalgaon,Yawal,banana,Other,2019-03-04,490,965,910,3,2019,1
Maharashtra,Jalgaon,Yawal,chickpea,Other,2019-03-04,4000,4500,4220,3,2019,1
Maharashtra,Jalgaon,Yawal,cotton,Other,2019-03-04,5150,5850,5200,3,2019,1
Maharashtra,Jalgaon,Yawal,maize,Yellow,2019-03-04,1250,1630,1350,3,2019,1
Maharashtra,Jalgaon,Yawal,onion,Red,2019-03-04,410,625,510,3,2019,1
Maharashtra,Kolhapur,Kolhapur,apple,Other,2019-03-04,4000,11000,10000,3,2019,1
Maharashtra,Kolhapur,Kolhapur,brinjal,Other,2019-03-04,600,3000,1800,3,2019,1
Maharashtra,Kolhapur,Kolhapur,cabbage,Other,2019-03-04,800,1400,1100,3,2019,1
Maharashtra,Kolhapur,Kolhapur,cauliflower,Other,2019-03-04,600,1500,1050,3,2019,1
Maharashtra,Kolhapur,Kolhapur,coriander(leaves),Other,2019-03-04,1400,3500,2450,3,2019,1
Maharashtra,Kolhapur,Kolhapur,green chilli,Other,2019-03-04,2700,6500,4600,3,2019,1
Maharashtra,Kolhapur,Kolhapur,lime,Other,2019-03-04,750,6500,3625,3,2019,1
Maharashtra,Kolhapur,Kolhapur,mango,Hapus(Alphaso),2019-03-04,1000,8000,4500,3,2019,1
Maharashtra,Kolhapur,Kolhapur,onion,Other,2019-03-04,200,750,450,3,2019,1
Maharashtra,Kolhapur,Kolhapur,tomato,Other,2019-03-04,500,2200,1350,3,2019,1
Maharashtra,Kolhapur,Kolhapur(Malkapur),brinjal,Other,2019-03-04,150,380,250,3,2019,1
Maharashtra,Kolhapur,Kolhapur(Malkapur),cabbage,Other,2019-03-04,100,350,200,3,2019,1
Maharashtra,Kolhapur,Kolhapur(Malkapur),cauliflower,Other,2019-03-04,100,300,250,3,2019,1
Maharashtra,Kolhapur,Kolhapur(Malkapur),tomato,Other,2019-03-04,100,300,200,3,2019,1
Maharashtra,Nagpur,Savner,arhar (tur/red gram)(whole),Other,2019-03-04,4725,4945,4860,3,2019,1
Maharashtra,Nagpur,Savner,chickpea,Other,2019-03-04,3745,3745,3745,3,2019,1
Maharashtra,Nagpur,Savner,cotton,Other,2019-03-04,5325,5325,5325,3,2019,1
Maharashtra,Nagpur,Savner,wheat,Other,2019-03-04,1935,2040,2000,3,2019,1
Maharashtra,Nanded,Bhokar,arhar (tur/red gram)(whole),Other,2019-03-04,3800,4751,4000,3,2019,1
Maharashtra,Nanded,Bhokar,chickpea,Other,2019-03-04,3500,3751,3651,3,2019,1
Maharashtra,Nanded,Bhokar,turmeric,Other,2019-03-04,5200,5200,5200,3,2019,1
Maharashtra,Nanded,Bhokar,wheat,Other,2019-03-04,1800,1950,1900,3,2019,1
Maharashtra,Nashik,Lasalgaon(Niphad),onion,Red,2019-03-04,251,441,351,3,2019,1
Maharashtra,Pune,Pune,apple,Other,2019-03-04,4000,14000,7800,3,2019,1
Maharashtra,Pune,Pune,beans,Other,2019-03-04,3000,4000,3500,3,2019,1
Maharashtra,Pune,Pune,beetroot,Other,2019-03-04,700,1400,1000,3,2019,1
Maharashtra,Pune,Pune,okra,Other,2019-03-04,1000,4000,2500,3,2019,1
Maharashtra,Pune,Pune,bitter gourd,Other,2019-03-04,3000,5000,4000,3,2019,1
Maharashtra,Pune,Pune,bottle gourd,Other,2019-03-04,1000,2000,1500,3,2019,1
Maharashtra,Pune,Pune,brinjal,Other,2019-03-04,1000,2000,1500,3,2019,1
Maharashtra,Pune,Pune,cabbage,Other,2019-03-04,700,1000,800,3,2019,1
Maharashtra,Pune,Pune,carrot,Other,2019-03-04,700,1200,1000,3,2019,1
Maharashtra,Pune,Pune,cauliflower,Other,2019-03-04,600,1300,1000,3,2019,1
Maharashtra,Pune,Pune,chikoos(sapota),Other,2019-03-04,1000,2500,1500,3,2019,1
Maharashtra,Pune,Pune,chilly capsicum,Other,2019-03-04,2000,3500,2500,3,2019,1
Maharashtra,Pune,Pune,coriander(leaves),Other,2019-03-04,2,5,4,3,2019,1
Maharashtra,Pune,Pune,cucumbar(kheera),Other,2019-03-04,1000,3000,2000,3,2019,1
Maharashtra,Pune,Pune,drumstick,Other,2019-03-04,2000,4000,3000,3,2019,1
Maharashtra,Pune,Pune,elephant yam (suran),Other,2019-03-04,1200,1500,1300,3,2019,1
Maharashtra,Pune,Pune,garlic,Other,2019-03-04,800,5000,2000,3,2019,1
Maharashtra,Pune,Pune,ginger(dry),Other,2019-03-04,3500,6750,4500,3,2019,1
Maharashtra,Pune,Pune,grapes,Other,2019-03-04,1500,6000,3000,3,2019,1
Maharashtra,Pune,Pune,green chilli,Other,2019-03-04,3000,6500,3500,3,2019,1
Maharashtra,Pune,Pune,guar,Other,2019-03-04,4000,6000,5000,3,2019,1
Maharashtra,Pune,Pune,guava,Other,2019-03-04,2000,5000,3500,3,2019,1
Maharashtra,Pune,Pune,karbuja(musk melon),Other,2019-03-04,1500,2500,1700,3,2019,1
Maharashtra,Pune,Pune,lime,Other,2019-03-04,400,3000,1000,3,2019,1
Maharashtra,Pune,Pune,little gourd (kundru),Other,2019-03-04,1500,3000,2000,3,2019,1
Maharashtra,Pune,Pune,mint(pudina),Other,2019-03-04,2,3,2,3,2019,1
Maharashtra,Pune,Pune,onion,Local,2019-03-04,200,550,300,3,2019,1
Maharashtra,Pune,Pune,onion green,Other,2019-03-04,3,6,5,3,2019,1
Maharashtra,Pune,Pune,orange,Other,2019-03-04,1300,5800,2900,3,2019,1
Maharashtra,Pune,Pune,pear(marasebu),Other,2019-03-04,6000,12000,8000,3,2019,1
Maharashtra,Pune,Pune,peas wet,Other,2019-03-04,1600,2000,1800,3,2019,1
Maharashtra,Pune,Pune,pineapple,Other,2019-03-04,1000,2000,1400,3,2019,1
Maharashtra,Pune,Pune,potato,Other,2019-03-04,800,1350,1100,3,2019,1
Maharashtra,Pune,Pune,pumpkin,Other,2019-03-04,800,2000,1500,3,2019,1
Maharashtra,Pune,Pune,raddish,Other,2019-03-04,7,20,12,3,2019,1
Maharashtra,Pune,Pune,rajgir,Other,2019-03-04,3,5,4,3,2019,1
Maharashtra,Pune,Pune,ridgeguard(tori),Other,2019-03-04,2500,4500,3000,3,2019,1
Maharashtra,Pune,Pune,snakeguard,Other,2019-03-04,1500,2000,1700,3,2019,1
Maharashtra,Pune,Pune,spinach,Other,2019-03-04,3,5,4,3,2019,1
Maharashtra,Pune,Pune,sweet potato,Other,2019-03-04,1000,2500,1500,3,2019,1
Maharashtra,Pune,Pune,sweet pumpkin,Other,2019-03-04,600,1800,1000,3,2019,1
Maharashtra,Pune,Pune,tender coconut,Other,2019-03-04,300,900,400,3,2019,1
Maharashtra,Pune,Pune,tomato,Local,2019-03-04,700,1400,1000,3,2019,1
Maharashtra,Pune,Pune,water melon,Other,2019-03-04,300,1000,400,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),okra,Other,2019-03-04,4000,6000,5000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),bitter gourd,Other,2019-03-04,4000,6000,5000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),bottle gourd,Other,2019-03-04,1000,2000,1500,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),brinjal,Other,2019-03-04,1000,2500,1800,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),cabbage,Other,2019-03-04,600,1000,800,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),cauliflower,Other,2019-03-04,600,1200,1000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),coriander(leaves),Other,2019-03-04,2,4,3,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),cucumbar(kheera),Other,2019-03-04,2000,4000,3000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),grapes,Other,2019-03-04,3000,3000,3000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),guava,Other,2019-03-04,4000,4700,4500,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),leafy vegetable,Other,2019-03-04,1800,1800,1800,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),methi(leaves),Other,2019-03-04,3,10,6,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),mint(pudina),Other,2019-03-04,6,6,6,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),onion,Local,2019-03-04,200,600,300,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),onion green,Other,2019-03-04,3,7,5,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),peas wet,Other,2019-03-04,3000,5000,4000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),raddish,Other,2019-03-04,3,12,8,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),rajgir,Other,2019-03-04,2,4,3,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),ridgeguard(tori),Other,2019-03-04,5000,7000,6000,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),spinach,Other,2019-03-04,1,4,3,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),tomato,Other,2019-03-04,700,1800,1400,3,2019,1
Maharashtra,Pune,Pune(Hadapsar),water melon,Other,2019-03-04,700,900,800,3,2019,1
Maharashtra,Pune,Pune(Khadiki),carrot,Other,2019-03-04,800,1000,900,3,2019,1
Maharashtra,Pune,Pune(Khadiki),cauliflower,Other,2019-03-04,700,800,750,3,2019,1
Maharashtra,Pune,Pune(Khadiki),coriander(leaves),Other,2019-03-04,3,4,4,3,2019,1
Maharashtra,Pune,Pune(Khadiki),green chilli,Other,2019-03-04,1600,3200,2400,3,2019,1
Maharashtra,Pune,Pune(Khadiki),onion,Local,2019-03-04,300,500,400,3,2019,1
